"","STORE","LONG","LAT","ZIP.CODE","CITY","ALLAN","BLISS","BREATHSAVERS","BROOKSIDE","BUBBLE.YUM","CADBURY","CANE.STK","CANISTER","GOOD.N.PLENTY","HEATH","HERSHEY.ARTISAN","HERSHEY.CHOC.ASST","HERSHEY.CHOC.REM","HERSHEY.GUM.REM","HERSHEY.NCHOC.REM","HERSHEY.SUGAREE.BFY","ICE.BREAKERS","JOLLY.RANCHER","KISSES","KIT.KAT","LANCASTER","LORENA","ALMOND.JOY","PAYDAY","PELON","POT.OF.GOLD","REESE","ROLO","SL.HARD.ROLL","SNACK.BITES","TAKE5","TOTAL"
"674","Dollar General",-79.5814382,40.2348857,15697,"Pittsburgh",0,0,94,34,94,116,0,0,66,94,0,131,164,0,80,0,242,239,917,749,47,0,173,109,0,0,2739,89,9,0,135,6321
"675","Dollar General",-79.0719137,40.3783064,15944,"Pittsburgh",0,0,119,91,112,282,0,0,88,296,0,226,919,0,148,0,660,472,1204,1578,69,0,750,438,0,0,6482,274,3,0,93,14304
"676","Dollar General",-79.021812,40.405702,15954,"Pittsburgh",0,0,63,57,33,218,0,0,74,165,0,175,720,0,177,0,315,387,1166,1505,94,0,663,444,0,0,5352,209,0,0,191,12008
"677","Target Store",-79.9414673,40.8755778,16001,"Pittsburgh",0,0,663,7746,780,15735,353,0,757,633,0,843,11507,0,1009,255,15073,5428,27194,14738,970,0,2199,702,0,923,49000,3025,0,78,1030,160641
"678","Rite Aid",-79.9292933,40.8692477,16001,"Pittsburgh",0,73,85,226,11,1408,0,0,112,93,0,239,747,0,58,10,837,283,1082,1031,122,0,422,198,0,842,3328,194,16,0,59,11476
"679","Giant Eagle Market",-79.9496425,40.8749272,16001,"Pittsburgh",0,478,513,1327,0,4628,0,0,171,1184,0,0,4688,0,480,1146,3882,1831,14862,10033,1270,0,4156,822,0,98,36850,3354,0,0,1330,93103
"680","Rite Aid",-79.9185039,40.8436815,16001,"Pittsburgh",0,36,46,271,23,1106,0,0,60,40,0,140,605,0,40,11,1036,161,1230,792,29,0,216,194,0,340,3217,138,9,0,77,9817
"681","Rite Aid",-79.895275,40.8600833,16001,"Pittsburgh",0,139,114,484,66,2243,0,0,214,177,0,445,1542,0,130,100,1784,832,2256,2673,190,0,937,584,0,704,9841,382,23,0,181,26041
"682","Dollar General",-79.9173899,40.8435542,16001,"Pittsburgh",0,0,128,64,118,290,0,0,314,224,0,378,759,0,184,0,768,620,1690,1862,52,0,906,458,0,0,6328,355,0,0,164,15662
"683","Kmart",-79.90832,40.8569668,16001,"Pittsburgh",0,58,727,550,401,4204,472,0,371,471,0,741,5788,0,916,653,2960,2525,10536,5469,249,0,1569,1079,0,2208,25137,2888,0,0,0,69972
"684","Rite Aid",-79.9052024,40.8963484,16001,"Pittsburgh",0,132,137,455,46,1853,0,0,365,178,0,425,895,0,59,10,1467,412,1922,1378,117,0,485,333,0,1791,7435,132,31,0,189,20247
"685","Dollar General",-79.9691409,40.861281,16001,"Pittsburgh",0,0,90,41,66,150,0,0,107,71,0,111,497,0,176,0,493,204,755,654,33,0,204,96,0,0,2427,90,9,0,130,6404
"686","Dollar General",-79.9426286,40.8766998,16001,"Pittsburgh",0,0,88,53,78,221,0,0,0,171,0,79,672,0,158,0,531,321,1001,1360,51,0,710,359,0,0,4751,221,0,0,205,11030
"687","Dollar General",-79.9131414,40.903001,16001,"Pittsburgh",0,0,201,79,174,249,0,0,449,269,0,381,992,0,300,0,836,725,1936,2538,93,0,1143,495,0,0,7509,430,3,0,199,19001
"688","Giant Eagle Market",-79.9045889,40.8956427,16001,"Pittsburgh",0,664,516,785,0,4161,0,0,448,1100,0,403,6592,0,456,1184,2806,1681,16454,10070,851,0,3473,798,0,0,36751,3926,0,0,1154,94273
"689","Dollar General",-79.8947791,40.8615251,16001,"Pittsburgh",0,0,52,79,113,297,0,0,124,135,0,176,465,0,125,0,295,818,1165,1895,44,0,878,366,0,0,6840,136,0,0,102,14105
"690","Walgreens",-79.9394279,40.8733197,16001,"Pittsburgh",0,98,192,591,0,2190,31,0,215,292,0,497,950,0,223,415,2053,794,2955,2281,182,0,876,555,0,209,7947,572,0,62,188,24368
"691","Family Dollar",-79.9081531,40.8578233,16001,"Pittsburgh",0,0,174,136,46,555,0,0,237,136,0,162,236,0,173,0,1042,944,1338,2206,125,0,644,404,0,0,4564,100,23,0,20,13265
"692","Dollar General",-79.9292828,40.7834356,16002,"Pittsburgh",0,0,208,178,135,353,0,0,180,353,0,360,916,0,135,0,900,474,1412,1770,57,0,480,234,0,0,4933,230,0,0,241,13549
"693","Dollar General",-79.7570996,40.9449381,16025,"Pittsburgh",0,0,160,87,643,381,0,0,185,440,0,387,1282,0,388,0,1162,828,2852,4008,72,0,1401,672,0,0,10703,488,3,0,316,26458
"694","Rite Aid",-80.1357822,40.8034445,16037,"Pittsburgh",0,119,92,247,8,869,0,0,44,90,0,190,668,0,72,0,761,138,1062,755,67,0,305,106,0,478,2858,236,17,0,44,9226
"695","Dollar General",-80.0086435,41.1255374,16038,"Pittsburgh",0,0,120,108,99,286,0,0,183,260,0,361,715,0,169,0,640,478,1272,1773,81,0,616,294,0,0,6294,330,3,0,202,14284
"696","Rite Aid",-80.0564001,40.6890548,16046,"Pittsburgh",0,183,49,322,33,1331,0,0,148,100,0,210,1145,0,93,8,1154,333,1262,947,143,0,229,247,0,499,3865,185,10,0,78,12574
"697","Giant Eagle Market",-80.0292722,40.6851155,16046,"Pittsburgh",0,1110,995,2665,0,6164,0,0,983,2064,205,974,11120,0,768,2138,15395,4593,21575,16610,1217,0,3218,1076,0,304,53123,4447,0,0,1665,152409
"698","Rite Aid",-80.0101408,40.6966514,16046,"Pittsburgh",0,0,28,0,0,518,0,0,43,33,0,128,455,0,77,21,195,88,376,334,0,0,179,64,0,175,1756,36,16,0,24,4546
"699","Walgreens",-80.0546697,40.6883852,16046,"Pittsburgh",0,86,242,645,0,1685,49,0,362,200,0,701,1541,0,431,282,3664,897,2503,2221,109,0,379,283,0,40,6733,438,0,66,165,23722
"700","Dollar General",-80.0245384,40.9059897,16052,"Pittsburgh",0,0,104,67,46,318,0,0,84,252,0,178,507,0,0,0,517,395,1013,1443,21,0,589,230,0,0,4798,221,14,0,235,11032
"701","Giant Eagle Market",-79.7240185,40.7060529,16055,"Pittsburgh",0,838,605,2266,0,3226,0,0,738,1020,0,632,5244,0,383,1109,4983,2106,16885,9709,1479,0,3163,1021,0,60,31911,2528,0,0,1091,90997
"702","Dollar General",-79.8163774,40.7505878,16056,"Pittsburgh",0,0,418,222,424,426,0,0,395,789,0,586,1145,0,499,0,1456,1137,3108,4330,108,0,1425,1044,0,0,11750,677,20,0,559,30518
"703","Pilot Travel Center",-80.1400072,40.964601,16057,"Pittsburgh",25,0,161,1366,0,1522,0,0,17,433,0,2193,0,0,0,0,3364,1766,219,5794,137,0,1856,3409,0,0,21021,526,1,20,724,44554
"704","Rite Aid",-80.0524898,41.0707716,16057,"Pittsburgh",0,125,71,1032,16,1737,0,0,161,133,0,290,1011,0,94,104,1678,421,1684,1787,79,0,303,220,0,965,5759,175,7,4,106,17962
"705","Giant Eagle Market",-80.0544586,41.0709523,16057,"Pittsburgh",0,758,442,1541,0,2577,0,0,270,1362,0,645,7596,0,389,656,4125,2196,12492,6646,268,0,2504,881,0,0,24323,2115,0,0,1384,73170
"706","Dollar General",-80.0532393,41.0654678,16057,"Pittsburgh",0,0,78,143,158,220,0,0,160,220,0,320,1106,0,313,0,543,780,1467,2257,50,0,790,644,0,0,6423,272,0,0,383,16327
"707","Walgreens",-80.135846,40.7933604,16063,"Pittsburgh",0,0,475,862,0,2265,34,0,457,326,0,319,1970,0,268,566,2383,993,4137,3834,208,0,1142,600,1,40,11125,618,0,6,236,32865
"708","Giant Eagle Market",-80.1063939,40.6841442,16066,"Pittsburgh",0,1050,1762,5308,0,5383,0,0,1432,1930,319,1223,6541,0,736,1688,18051,3542,21970,15505,1900,0,3316,1178,0,413,39239,4129,0,0,1257,137872
"709","Target Store",-80.0819571,40.6885945,16066,"Pittsburgh",0,0,4015,12051,1777,16361,679,0,810,839,0,1066,20408,0,2407,0,32316,6577,28812,19010,924,0,2182,571,0,1190,53454,4337,0,67,1266,211119
"710","Walgreens",-80.1019489,40.6892036,16066,"Pittsburgh",0,34,211,786,0,1558,30,0,192,184,0,357,772,0,248,228,3038,656,1776,1549,139,0,430,309,0,77,5794,377,0,28,131,18904
"711","Rite Aid",-80.1032389,40.6986947,16066,"Pittsburgh",0,351,224,1051,110,3053,0,0,315,242,0,622,1863,0,160,143,3988,1095,3114,2452,192,0,659,464,0,1326,10255,418,9,0,219,32325
"712","Rite Aid",-79.5261814,40.8052525,16201,"Pittsburgh",0,183,57,672,33,2018,0,0,115,98,0,502,973,0,73,11,1213,415,1823,1497,205,0,631,389,0,1246,5034,266,15,0,201,17670
"713","Family Dollar",-79.520507,40.8143249,16201,"Pittsburgh",0,0,16,224,45,610,0,0,259,101,0,171,1045,0,285,0,301,638,1172,1963,168,0,580,473,0,0,5045,121,0,0,0,13217
"714","Dollar General",-79.4875405,40.8023419,16201,"Pittsburgh",0,0,68,83,58,289,0,0,252,208,0,299,667,0,235,0,472,428,1634,2016,111,0,705,352,0,0,5775,265,2,0,150,14069
"715","Dollar General",-79.5499132,40.8136954,16201,"Pittsburgh",0,0,148,41,195,220,0,0,65,119,0,194,663,0,152,0,374,231,1236,1397,47,0,657,309,0,0,3985,166,0,0,190,10389
"716","Rite Aid",-79.519486,40.814729,16201,"Pittsburgh",0,53,48,147,9,612,0,0,24,34,0,151,309,0,32,0,391,62,589,443,78,0,272,122,0,378,1837,88,6,0,70,5755
"717","Dollar General",-79.3493531,40.9745185,16223,"Pittsburgh",0,0,36,19,16,102,0,0,41,37,0,74,70,0,0,0,128,134,526,316,18,0,147,116,0,0,1522,109,3,0,50,3464
"718","Family Dollar",-79.5297845,40.7741468,16226,"Pittsburgh",0,0,30,167,70,561,0,0,118,150,0,273,944,0,278,0,608,715,1183,1958,231,0,690,334,0,0,4114,135,7,0,25,12591
"719","Dollar General",-79.5248445,40.7775297,16226,"Pittsburgh",0,0,144,64,107,273,0,0,178,139,0,494,639,0,195,0,789,496,1244,2072,90,0,606,302,0,0,5853,256,0,0,153,14094
"720","Rite Aid",-79.5305771,40.7690596,16226,"Pittsburgh",0,36,57,316,24,1653,0,0,122,64,0,361,1082,0,87,7,756,252,1303,2213,95,0,465,267,0,842,6611,171,39,0,118,16941
"721","Dollar General",-79.283676,40.794652,16244,"Pittsburgh",0,0,96,123,146,292,0,0,192,301,0,444,828,0,454,0,489,688,1907,2860,90,0,892,560,0,0,7069,347,33,0,267,18078
"722","Weis Market",-75.5001835,40.3924387,18073,"Philadelphia",0,90,973,2521,29,2702,0,0,321,355,0,1164,2708,0,181,661,4212,1111,9104,5096,953,0,1076,225,0,390,19348,1704,0,101,416,55441
"723","Rite Aid",-75.4970121,40.3991092,18073,"Philadelphia",0,27,93,411,40,1041,0,0,248,107,0,255,742,0,103,11,1591,318,1027,1297,93,0,421,246,0,509,4858,246,0,0,86,13770
"724","Acme Market",-75.1330083,40.3218515,18901,"Philadelphia",0,1705,85,4328,220,9446,214,0,1266,1263,0,955,11992,0,1633,0,8141,3145,19359,11775,646,0,3593,1855,0,234,33792,3845,0,8,581,120081
"725","Weis Market",-75.1321527,40.3243827,18901,"Philadelphia",0,26,888,2882,25,2407,0,0,426,272,0,750,3476,0,323,381,2986,1017,8949,4300,509,0,766,133,0,212,14897,1646,0,2,123,47396
"726","Rite Aid",-75.1329672,40.3219814,18901,"Philadelphia",0,175,257,931,80,1815,0,0,170,167,0,337,1558,0,66,293,1854,806,2336,2010,120,0,603,377,0,453,5872,250,26,0,246,20802
"727","Giant Food Store",-75.1894644,40.2975171,18901,"Philadelphia",0,186,1221,3086,0,4693,60,0,815,569,145,459,5508,0,628,0,3873,1972,10284,7060,894,0,971,468,0,70,21646,1786,0,25,405,66824
"728","Rite Aid",-75.189835,40.297358,18901,"Philadelphia",0,92,143,352,25,1657,0,0,104,55,0,227,979,0,120,13,1777,513,1537,1085,50,0,269,148,0,395,4182,143,17,4,81,13968
"729","Rite Aid",-75.0877343,40.3587978,18902,"Philadelphia",0,175,0,1731,335,2590,0,0,404,254,0,793,1896,0,231,8,3595,1294,3130,3043,254,0,593,474,0,476,8093,299,0,0,265,29933
"730","Giant Food Store",-75.1334515,40.3326763,18902,"Philadelphia",0,169,2261,10018,0,7825,238,0,1371,1102,272,1016,7113,0,616,0,7659,2438,21021,15298,1007,0,1484,726,0,38,36814,2865,0,25,786,122162
"731","Rite Aid",-75.1446809,40.3867251,18902,"Philadelphia",0,95,66,945,73,1426,0,0,121,83,0,184,788,0,74,9,1667,555,1826,1267,81,0,295,129,0,455,4500,201,30,0,120,14990
"732","Giant Food Store",-75.1442097,40.3865348,18902,"Philadelphia",0,222,1404,6209,0,5268,180,0,1233,858,0,769,3990,0,478,0,4661,2048,14557,10502,976,0,1430,403,0,83,29758,1814,0,49,425,87317
"733","Dollar General",-75.1451166,40.3871112,18902,"Philadelphia",0,0,28,49,66,182,0,0,265,90,0,147,405,0,172,0,333,393,1201,843,33,0,380,130,0,0,3216,118,0,0,59,8110
"734","Big Kmart",-75.1325537,40.3341195,18902,"Philadelphia",0,129,321,932,172,4880,609,0,422,182,0,295,10341,0,1538,429,877,3899,7583,5458,134,0,1109,530,0,318,20756,1583,0,0,0,62497
"735","Giant Food Store",-75.2248444,40.2652144,18914,"Philadelphia",0,175,1701,6271,0,6657,232,0,980,1117,0,1040,9299,0,913,0,4770,2183,18220,14110,1056,0,1384,443,0,33,33318,1917,0,0,830,106649
"736","Dollar General",-75.2072603,40.3752155,18917,"Philadelphia",0,0,82,97,71,184,0,0,179,84,0,181,589,0,179,0,400,364,692,951,33,0,414,216,0,0,3195,111,0,0,185,8207
"737","Walgreens",-75.0866662,40.2575851,18929,"Philadelphia",0,82,635,883,0,1576,56,0,449,208,0,506,1638,0,218,249,2870,1261,2838,2844,175,0,570,299,0,63,7629,625,0,31,355,26060
"738","Giant Food Store",-75.0857444,40.2590012,18929,"Philadelphia",0,76,1987,6522,0,6110,120,0,698,893,0,691,6228,0,250,0,3506,1975,13897,9293,965,0,705,538,0,33,22925,1637,0,0,753,79802
"739","Rite Aid",-74.9767258,40.3588091,18938,"Philadelphia",0,54,128,292,53,768,0,0,124,119,0,147,569,0,26,5,1716,164,857,702,40,0,173,212,0,258,2572,63,0,0,22,9064
"740","Giant Food Store",-74.9767258,40.3588091,18938,"Philadelphia",0,271,2806,9544,0,8738,180,0,1345,1436,777,840,7239,0,1311,0,7422,1996,18613,11414,1170,0,1965,501,0,81,32360,2128,0,0,640,112777
"741","Rite Aid",-74.9385706,40.2352944,18940,"Philadelphia",0,280,237,2378,192,3678,0,0,580,208,0,609,2272,0,323,267,6671,1900,4789,3987,197,0,749,362,0,499,10830,392,167,7,251,41825
"742","Acme Market",-74.9453521,40.2346945,18940,"Philadelphia",0,1158,134,3579,101,9012,309,0,835,1087,560,1209,15941,0,1939,0,9815,3598,19574,13580,901,0,2996,1520,0,394,31585,3647,0,25,1190,124689
"743","Giant Food Store",-75.2756309,40.3822902,18944,"Philadelphia",0,195,1441,3505,0,4519,120,0,962,946,99,946,3710,0,239,0,5656,1842,13763,11125,981,0,1332,690,0,78,29308,2148,0,0,534,84139
"744","Rite Aid",-75.2969946,40.3628224,18944,"Philadelphia",0,93,33,341,29,1222,0,0,142,71,0,203,1128,0,168,6,1540,284,1615,1314,103,0,364,162,0,433,4898,226,0,0,128,14503
"745","Giant Food Store",-75.3440083,40.4213586,18951,"Philadelphia",0,120,1525,5223,0,6265,179,0,881,1134,183,1002,7511,0,1561,0,5975,1629,14266,9641,1546,0,1329,426,0,70,33148,1645,0,21,711,95991
"746","Target Store",-75.373255,40.4586767,18951,"Philadelphia",0,0,1804,6099,1361,9635,490,0,538,271,0,682,14492,0,2040,88,15867,4372,20022,12290,813,0,1160,151,0,877,38907,2967,0,110,764,135800
"747","Big Kmart",-75.363046,40.4474916,18951,"Philadelphia",0,173,89,204,111,1207,178,0,301,149,0,307,3720,0,657,272,836,1021,4798,3139,110,0,600,332,0,295,10936,586,0,0,0,30021
"748","Rite Aid",-75.3566561,40.4453712,18951,"Philadelphia",0,126,45,333,19,1160,0,0,116,113,0,252,877,0,50,172,1545,396,1478,1006,148,0,317,102,0,665,4217,201,8,0,105,13451
"749","Rite Aid",-75.3377599,40.4425978,18951,"Philadelphia",0,99,97,455,33,1488,0,0,216,158,0,347,1389,0,67,9,1795,729,1798,1869,175,0,697,397,0,655,5984,236,19,0,143,18855
"750","Giant Food Store",-75.3566561,40.4453712,18951,"Philadelphia",0,175,1254,5104,0,6171,120,0,943,680,75,971,6138,0,1330,0,6240,2163,15319,11505,1464,0,1590,632,0,81,31367,1774,0,32,790,95918
"751","Rite Aid",-75.3449479,40.4176075,18951,"Philadelphia",0,116,260,564,36,1734,0,0,273,161,0,599,1278,0,51,144,2273,646,2199,1818,167,0,712,271,0,396,6248,216,35,3,112,20312
"752","BJs Wholesale Club",-75.3757452,40.4602192,18951,"Philadelphia",0,0,0,39736,0,2033,0,0,0,0,0,0,48526,0,0,0,2887,3360,15882,11284,2629,0,0,1978,0,0,31354,0,0,0,0,159669
"753","Rite Aid",-75.0130378,40.2080107,18954,"Philadelphia",0,138,69,593,40,1902,0,0,159,136,0,420,2038,0,216,8,2489,701,4029,2368,42,0,437,243,0,839,7395,312,15,0,223,24812
"754","Acme Market",-75.0137772,40.2092504,18954,"Philadelphia",0,556,562,1804,0,3575,246,0,305,110,0,227,2662,0,510,75,2590,2427,9735,4940,469,0,1303,193,0,147,13332,2124,0,20,148,48060
"755","Rite Aid",-75.0093783,40.2169618,18954,"Philadelphia",0,15,70,326,36,1054,0,0,164,49,0,225,1051,0,79,15,1445,349,2077,1061,64,0,415,279,0,253,3407,34,3,0,123,12594
"756","Walgreens",-75.011945,40.2153159,18954,"Philadelphia",0,64,237,511,0,944,59,0,350,133,0,291,868,0,176,604,1515,769,1668,1728,116,0,235,285,0,53,4646,249,0,8,85,15594
"757","Rite Aid",-75.3077554,40.3203486,18964,"Philadelphia",0,74,62,466,71,1172,0,0,117,102,0,141,839,0,76,15,792,399,1583,932,107,0,277,107,0,534,3872,197,26,0,87,12048
"758","Rite Aid",-75.3080154,40.3158478,18964,"Philadelphia",0,60,145,422,18,891,0,0,138,63,0,148,770,0,68,46,955,530,1389,962,76,0,317,165,0,636,4483,207,46,4,33,12572
"759","Giant Food Store",-75.308167,40.3196053,18964,"Philadelphia",0,398,3105,9010,0,8883,300,0,1591,1514,435,1326,11565,0,1808,0,9589,2753,26123,18086,1528,0,2213,1250,0,48,48952,2660,0,42,1133,154312
"760","Giant Food Store",-75.0482285,40.1690933,18966,"Philadelphia",0,465,3285,10516,0,7788,176,0,1650,1666,374,1154,9380,0,983,0,9647,2880,25680,17436,1702,0,2705,889,0,147,42950,2711,0,56,1225,145465
"761","Walgreens",-75.0443913,40.1741223,18966,"Philadelphia",0,188,750,925,0,2251,57,0,688,193,0,996,1787,0,520,663,3005,1278,3463,2590,150,0,568,283,0,51,8068,434,0,72,277,29257
"762","Walgreens",-75.103802,40.1910614,18974,"Philadelphia",0,431,787,877,0,1808,62,0,809,209,0,983,2490,0,389,1219,2883,1165,4273,4030,366,0,993,507,0,252,11214,564,0,72,196,36579
"763","Rite Aid",-75.093012,40.2344163,18974,"Philadelphia",0,140,368,713,178,2338,0,0,486,298,0,724,2290,0,244,195,3248,1390,3832,3477,198,0,1283,585,0,1302,10613,449,215,7,157,34730
"764","ShopRite",-75.1085971,40.2095751,18974,"Philadelphia",51,881,95,3142,0,4533,21,0,1209,1024,0,412,1620,0,0,1079,3152,3874,21042,11574,1694,0,3866,764,0,359,23244,2301,0,117,1566,87620
"765","Family Dollar",-75.1212689,40.220812,18974,"Philadelphia",0,0,90,123,78,154,0,0,315,9,0,177,140,0,113,0,277,480,907,1215,70,0,435,179,0,0,2601,106,4,0,0,7473
"766","Walgreens",-75.138378,40.2284564,18976,"Philadelphia",0,208,517,985,0,1801,59,0,729,237,0,1164,2105,0,525,429,3320,1174,4076,3209,97,0,675,402,0,110,9858,676,0,40,298,32694
"767","Target Store",-75.136709,40.2239086,18976,"Philadelphia",0,150,3708,9874,2124,17117,416,0,1067,339,0,1562,25671,0,3012,0,28475,8644,37862,22103,1027,0,2556,468,0,1395,61618,4530,0,25,1453,235196
"768","Rite Aid",-75.1401851,40.2311973,18976,"Philadelphia",0,123,104,593,31,1607,0,0,234,99,0,272,1103,0,93,132,1356,460,1671,1813,50,0,336,325,0,844,4257,337,10,8,111,15969
"769","Wegmans Food Market",-75.1320699,40.2307534,18976,"Philadelphia",0,2258,4250,6846,0,15620,0,0,1037,2176,1325,1823,16407,0,1520,1913,15285,2646,35083,18789,1754,0,2285,413,0,0,50510,4725,0,0,1242,187907
"770","BJs Wholesale Club",-75.1415738,40.2178705,18976,"Philadelphia",0,0,0,57651,0,2384,0,0,0,0,0,0,71512,0,0,0,4274,7684,22221,14050,3498,0,0,2120,0,0,32884,0,0,0,0,218278
"771","Target Store",-75.1157476,40.1252487,19001,"Philadelphia",0,136,2722,12084,2380,12786,582,0,950,1112,0,973,25923,0,2521,138,21263,7444,29131,20082,806,0,1997,629,0,1371,45272,4180,0,161,1130,195773
"772","Giant Food Store",-75.1356662,40.1209617,19001,"Philadelphia",0,338,2018,5574,0,8104,120,0,1023,1288,342,1009,8529,0,462,0,4762,2018,16497,12573,643,0,1686,264,0,30,30825,1891,0,0,733,100729
"773","Rite Aid",-75.1155406,40.1235391,19001,"Philadelphia",0,120,393,929,58,1988,0,0,278,287,0,458,1882,0,208,177,1833,949,3229,2349,151,0,724,478,0,404,6966,337,42,0,151,24391
"774","Family Dollar",-75.1359712,40.1171032,19001,"Philadelphia",0,0,302,131,66,472,0,0,196,106,0,387,206,0,120,0,1695,1001,1213,2192,57,0,766,597,0,0,3548,140,1,0,21,13217
"775","Rite Aid",-75.1309237,40.1265859,19001,"Philadelphia",0,77,219,813,107,1864,0,0,436,76,0,392,1730,0,75,219,1748,1169,2926,2326,138,0,495,399,0,813,6848,209,89,3,108,23279
"776","Giant Food Store",-75.2266977,40.1903517,19002,"Philadelphia",0,223,1470,6340,0,6155,180,0,1112,830,344,940,6609,0,1002,13,3726,2103,18250,10636,2046,0,1488,532,0,78,27290,2051,0,21,537,93976
"777","Rite Aid",-75.2241266,40.1931512,19002,"Philadelphia",0,156,193,944,69,1569,0,0,428,233,0,690,1540,0,109,16,1581,1125,2758,2908,203,0,1028,577,0,385,7884,307,52,0,214,24969
"778","Giant Food Store",-75.182428,40.1784492,19002,"Philadelphia",0,208,1098,3784,0,3951,168,0,645,597,0,594,5588,0,733,0,3611,1529,9699,8353,719,0,685,183,0,77,19012,1673,0,0,494,63401
"779","Rite Aid",-75.2944377,40.0101283,19003,"Philadelphia",0,104,598,1176,83,5628,0,0,917,302,0,1131,4648,0,431,67,5501,1631,7268,6242,247,0,1638,1187,0,883,15150,315,59,0,392,55598
"780","Rite Aid",-75.0724996,40.1709892,19006,"Philadelphia",0,173,80,733,68,1510,0,0,351,110,0,351,1375,0,137,23,1715,452,2376,1896,174,0,570,221,0,757,4789,182,28,0,158,18229
"781","Rite Aid",-75.0476386,40.1578809,19006,"Philadelphia",0,82,141,463,54,750,0,0,141,50,0,148,577,0,59,60,1155,393,1067,1019,57,0,399,194,0,345,2759,134,4,4,129,10184
"782","Weis Market",-75.0712529,40.1709909,19006,"Philadelphia",0,39,1656,2135,0,3587,0,0,509,523,0,1488,4177,0,394,643,4497,1433,15008,6894,563,0,1463,421,0,197,21084,2249,0,107,495,69562
"783","Giant Food Store",-75.0917799,40.086468,19006,"Philadelphia",0,315,2750,5211,0,7351,113,0,1580,1420,249,1141,8409,0,464,0,5221,2542,20780,15411,874,0,1914,511,0,74,37134,2601,0,0,1086,117151
"784","Rite Aid",-74.87089,40.102398,19007,"Philadelphia",0,9,39,159,13,219,0,0,31,21,0,199,495,0,25,0,485,95,585,746,29,0,274,34,0,211,1968,24,3,0,16,5680
"785","Rite Aid",-74.8543047,40.0992729,19007,"Philadelphia",0,75,244,654,113,1641,0,0,239,110,0,724,1206,0,178,112,1077,1313,2165,3527,213,0,1100,660,0,363,8632,371,28,16,188,24949
"786","Dollar General",-74.859241,40.1061674,19007,"Philadelphia",0,0,48,23,431,246,0,0,64,45,0,157,379,0,172,0,212,470,780,1343,57,0,639,226,125,0,3806,101,0,0,159,9483
"787","Giant Food Store",-75.3752385,39.9815777,19008,"Philadelphia",0,113,1962,6924,0,5707,60,0,882,1123,220,844,8745,0,417,0,5652,2351,23176,14310,1219,0,1915,1092,0,0,32404,3201,0,32,698,113047
"788","Rite Aid",-75.372619,39.9823949,19008,"Philadelphia",0,144,247,800,14,2105,0,0,312,243,0,381,2047,0,216,14,1628,736,3374,2647,162,0,752,302,0,500,7121,383,36,7,162,24333
"789","Acme Market",-75.3544666,39.9611678,19008,"Philadelphia",0,535,169,3379,50,4959,99,0,569,881,0,652,10662,0,1099,0,4557,2626,13894,8802,458,0,2533,1065,0,228,21967,2589,0,12,807,82592
"790","Rite Aid",-75.3134432,40.0194061,19010,"Philadelphia",0,317,444,1536,81,2226,0,0,415,406,0,579,2566,0,221,6,2579,1196,4296,2634,151,0,786,227,0,194,6658,397,17,0,227,28159
"791","Acme Market",-75.3114931,40.0185397,19010,"Philadelphia",0,0,0,2812,93,6427,53,0,1159,1581,0,864,8629,0,1099,0,3981,2739,12344,8923,382,0,2360,432,0,54,19132,2496,0,0,304,75864
"792","Family Dollar",-75.3977639,39.8339671,19013,"Philadelphia",0,0,164,66,53,380,0,0,327,203,0,356,380,0,418,0,1412,2486,912,2699,119,0,769,515,0,0,5196,126,3,0,155,16739
"793","Family Dollar",-75.3855629,39.8409221,19013,"Philadelphia",0,0,140,169,62,362,0,0,372,228,0,541,469,0,423,0,1327,2581,1138,3944,140,0,1131,568,0,0,6410,197,0,0,280,20482
"794","Rite Aid",-75.3952598,39.8368226,19013,"Philadelphia",0,12,160,320,21,436,0,0,367,256,0,633,548,0,62,148,1179,1225,594,1913,57,0,947,498,0,140,4868,101,50,11,150,14696
"795","Rite Aid",-75.3636724,39.8604572,19013,"Philadelphia",0,14,18,425,31,452,0,0,181,505,0,494,494,0,36,13,416,479,605,1609,61,0,539,297,0,167,3852,62,43,0,112,10905
"796","Family Dollar",-75.361313,39.850015,19013,"Philadelphia",0,0,52,138,14,83,0,0,124,92,0,183,368,0,357,0,337,2072,627,2048,90,0,647,252,0,0,3553,40,0,0,20,11097
"797","Walgreens",-75.4293165,39.8701493,19014,"Philadelphia",0,536,546,981,0,3183,67,0,1031,407,0,911,2992,0,822,577,3176,1740,4472,4302,222,0,952,481,0,38,13570,599,0,54,270,41929
"798","Giant Food Store",-75.4239305,39.8675056,19014,"Philadelphia",0,258,1827,5797,0,8746,180,0,999,1385,160,1643,7626,0,1177,0,7286,2764,21743,16953,1705,0,1733,985,0,81,50169,2608,0,18,936,136779
"799","Family Dollar",-75.4257723,39.8681736,19014,"Philadelphia",0,0,246,166,84,422,0,0,258,166,0,198,406,0,411,0,1757,900,1201,1930,116,0,704,306,0,0,4394,186,0,0,26,13877
"800","Rite Aid",-75.4264377,39.8567349,19014,"Philadelphia",0,54,65,336,52,702,0,0,109,29,0,221,1655,0,216,3,1636,535,1619,1323,73,0,370,148,0,338,4735,111,38,0,127,14495
"801","Giant Food Store",-75.3935517,39.8774574,19015,"Philadelphia",0,73,1097,2487,0,4394,53,0,572,1133,46,817,4290,0,172,0,4599,1618,10869,8355,1072,0,984,641,0,27,23598,1715,0,0,306,68918
